file_path,object_name,field_name,default_value_in_default_min_case
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,extended_domain_id,ECD_MULTIPART
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,stage_id,S_LOCATE_01;S_CLAMP_02;S_JOIN_03;S_RELEASE_04
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,part_contact_domain_ids,CD_PANEL_RIB;CD_RIB_SPAR;CD_PANEL_BRACKET;CD_RIB_BRACKET
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,locator_domain_ids,LOCGRP_MULTIPART
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,clamp_domain_ids,CLAMP_ALL
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,joint_domain_ids,JNT_PANEL_RIB;JNT_RIB_SPAR;JNT_PANEL_BRACKET;JNT_RIB_BRACKET
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,extended_contact_point_ids,CP_AB_01;CP_AB_02;CP_AB_03;CP_BC_01;CP_BC_02;CP_BC_03;CP_AD_01;CP_AD_02;CP_AD_03;CP_BD_01;CP_BD_02;CP_BD_03
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,extended_gap_mapping_id,G_EXT_ALL
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,extended_B_mapping_id,B_EXT_ALL
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,locator_group_ids,LOCGRP_MULTIPART
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,validity_region,FIXTURE_ONLY
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,quality_flag,PASS
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,ext_gap_compliance_id,EGC_S_LOCATE_01
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,sample_id,SAMPLE_001
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,stage_id,S_LOCATE_01
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,extended_domain_id,ECD_MULTIPART
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,g_ext0_vector_id,Q_LOCATE_01
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,B_ext_mapping_id,B_EXT_ALL
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,free_displacement_vector_id,U_FREE_LOCATE_01
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,command_displacement_vector_id,D_CMD_LOCATE_01
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,q_ext_vector_id,Q_LOCATE_01
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,W_struct_ext_id,W_STRUCT_LOCATE_01
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,C_interface_id,CN_ALL
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,C_locator_id,
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,C_joint_id,
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,W_ext_matrix_id,W_TOTAL_LOCATE_01
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,unit_check_result,PASS
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,dependency_hash,fbbe00eccad0fc30fc688b617b87f01ce30fc1f6cfa74ff2f4a48fd882a605df
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,quality_flag,PASS
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_Gamma/gap_field.csv,GapField,gap_field_id,GF_INITIAL_AB
I_Gamma/gap_field.csv,GapField,contact_domain_id,CD_PANEL_RIB
I_Gamma/gap_field.csv,GapField,sample_id,SAMPLE_001
I_Gamma/gap_field.csv,GapField,stage_id_or_initial,INITIAL
I_Gamma/gap_field.csv,GapField,values_g,"[0.08,0.04,0.06]"
I_Gamma/gap_field.csv,GapField,nominal_component,"[0.075,0.042,0.057]"
I_Gamma/gap_field.csv,GapField,sms_component,"[0.005,-0.002,0.003]"
I_Gamma/gap_field.csv,GapField,pose_bias_component_optional,"[0.0,0.0,0.0]"
I_Gamma/gap_field.csv,GapField,sign_convention,g>0 separation; g=0 contact; g<0 initial interference
I_Gamma/gap_field.csv,GapField,source_sms_update_result_ids,SMS_UPD_PANEL;SMS_UPD_RIB;SMS_UPD_SPAR;SMS_UPD_BRACKET
I_Gamma/gap_field.csv,GapField,source_sms_transfer_package_ids,SMS_TRANSFER_PANEL;SMS_TRANSFER_RIB;SMS_TRANSFER_SPAR;SMS_TRANSFER_BRACKET
I_Gamma/gap_field.csv,GapField,excluded_measurement_deformation_source_ids,GRAVITY_M;FIXTURE_M;LOCAL_CONTACT_M
I_Gamma/gap_field.csv,GapField,double_count_check_id,DCC_MULTIPART
I_Gamma/gap_field.csv,GapField,reference_state_id,REF_NOMINAL
I_Gamma/gap_field.csv,GapField,unit,mm
I_Gamma/gap_field.csv,GapField,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_key/feature_mapping.csv,FeatureMapping,feature_mapping_id,FM_PANEL_KCP_END_GAP
I_key/feature_mapping.csv,FeatureMapping,source_feature_id,KCM_PANEL_PROFILE
I_key/feature_mapping.csv,FeatureMapping,target_feature_id,KCP_END_GAP
I_key/feature_mapping.csv,FeatureMapping,mapping_type,MULTIPART_JT
I_key/feature_mapping.csv,FeatureMapping,matrix_id,J_PART_ALL
I_key/feature_mapping.csv,FeatureMapping,sign_convention,positive_normal
I_key/feature_mapping.csv,FeatureMapping,reference_state_id,REF_NOMINAL
I_key/feature_mapping.csv,FeatureMapping,quality_flag,PASS
I_key/feature_mapping.csv,FeatureMapping,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_key/kcm_definition.csv,KcmDefinition,kcm_id,KCM_PANEL_PROFILE
I_key/kcm_definition.csv,KcmDefinition,kcm_name,PANEL_FREE_PROFILE
I_key/kcm_definition.csv,KcmDefinition,feature_type,point_deviation
I_key/kcm_definition.csv,KcmDefinition,target_object_type,Part
I_key/kcm_definition.csv,KcmDefinition,target_object_id,P_PANEL_A
I_key/kcm_definition.csv,KcmDefinition,stage_id_optional,FREE
I_key/kcm_definition.csv,KcmDefinition,nominal_location,"[50,0,0]"
I_key/kcm_definition.csv,KcmDefinition,evaluation_direction,"[0,0,1]"
I_key/kcm_definition.csv,KcmDefinition,extraction_or_measurement_matrix_id,H_M_PANEL
I_key/kcm_definition.csv,KcmDefinition,nominal_value,0.0
I_key/kcm_definition.csv,KcmDefinition,expected_unit,mm
I_key/kcm_definition.csv,KcmDefinition,measurement_method,SYNTHETIC_FIXTURE
I_key/kcm_definition.csv,KcmDefinition,required_uncertainty,0.01
I_key/kcm_definition.csv,KcmDefinition,update_target,SMS
I_key/kcm_definition.csv,KcmDefinition,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_key/kcp_definition.csv,KcpDefinition,kcp_id,KCP_END_GAP
I_key/kcp_definition.csv,KcpDefinition,kcp_name,SERIAL_PATH_END_GAP_AT_SPAR
I_key/kcp_definition.csv,KcpDefinition,feature_type,gap
I_key/kcp_definition.csv,KcpDefinition,target_object_type,Subassembly
I_key/kcp_definition.csv,KcpDefinition,target_object_id,ASM_ABCD
I_key/kcp_definition.csv,KcpDefinition,stage_id_optional,S_RELEASE_04
I_key/kcp_definition.csv,KcpDefinition,nominal_location,"[50,50,0]"
I_key/kcp_definition.csv,KcpDefinition,evaluation_direction,"[0,0,1]"
I_key/kcp_definition.csv,KcpDefinition,extraction_matrix_id,J_INTERFACE_ALL
I_key/kcp_definition.csv,KcpDefinition,nominal_value,0.0
I_key/kcp_definition.csv,KcpDefinition,lower_tol,-0.10
I_key/kcp_definition.csv,KcpDefinition,upper_tol,0.10
I_key/kcp_definition.csv,KcpDefinition,expected_unit,mm
I_key/kcp_definition.csv,KcpDefinition,acceptance_rule,within_tolerance
I_key/kcp_definition.csv,KcpDefinition,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_meas/data_split.csv,DataSplit,data_split_id,DS_MULTIPART
I_meas/data_split.csv,DataSplit,identification_sample_ids,SAMPLE_001
I_meas/data_split.csv,DataSplit,calibration_sample_ids,
I_meas/data_split.csv,DataSplit,validation_sample_ids,SAMPLE_ORACLE
I_meas/data_split.csv,DataSplit,split_strategy,SYNTHETIC_SEPARATE_ORACLE
I_meas/data_split.csv,DataSplit,grouping_constraint,fixture_only
I_meas/data_split.csv,DataSplit,leakage_check_result,PASS
I_meas/data_split.csv,DataSplit,random_seed_optional,
I_meas/data_split.csv,DataSplit,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_meas/fixture_calibration.csv,FixtureCalibration,fixture_calibration_id,FIXCAL_SYNTH
I_meas/fixture_calibration.csv,FixtureCalibration,fixture_id,FIXTURE_SYNTH
I_meas/fixture_calibration.csv,FixtureCalibration,calibration_method,SYNTHETIC_EXACT
I_meas/fixture_calibration.csv,FixtureCalibration,load_range,"[0,100]"
I_meas/fixture_calibration.csv,FixtureCalibration,compliance_matrix_id,C_FIXTURE_SYNTH
I_meas/fixture_calibration.csv,FixtureCalibration,uncertainty,0.0
I_meas/fixture_calibration.csv,FixtureCalibration,validity_domain_id,VD_MULTIPART
I_meas/fixture_calibration.csv,FixtureCalibration,quality_flag,PASS
I_meas/fixture_calibration.csv,FixtureCalibration,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_meas/interface_test_setup.csv,InterfaceTestSetup,setup_id,SETUP_AB
I_meas/interface_test_setup.csv,InterfaceTestSetup,specimen_id,SPEC_AB
I_meas/interface_test_setup.csv,InterfaceTestSetup,fixture_id,FIXTURE_SYNTH
I_meas/interface_test_setup.csv,InterfaceTestSetup,loading_machine_id,MACHINE_SYNTH
I_meas/interface_test_setup.csv,InterfaceTestSetup,sensor_ids,SENSOR_SYNTH
I_meas/interface_test_setup.csv,InterfaceTestSetup,coordinate_system_id,CS_ASSEMBLY
I_meas/interface_test_setup.csv,InterfaceTestSetup,support_state,FIXTURED
I_meas/interface_test_setup.csv,InterfaceTestSetup,load_state,CLAMPED
I_meas/interface_test_setup.csv,InterfaceTestSetup,environmental_conditions,20C
I_meas/interface_test_setup.csv,InterfaceTestSetup,fixture_calibration_id,FIXCAL_SYNTH
I_meas/interface_test_setup.csv,InterfaceTestSetup,sensor_calibration_ids,SENCAL_SYNTH
I_meas/interface_test_setup.csv,InterfaceTestSetup,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,specimen_id,SPEC_AB
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,interface_id,G_PANEL_RIB
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,side_i_material_id,MAT_CFRP_DEFAULT
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,side_j_material_id,MAT_CFRP_DEFAULT
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,layup_ids_optional,LAYUP_PANEL;LAYUP_RIB
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,thickness_values,"[2.0,2.0]"
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,surface_treatment,SYNTHETIC_SMOOTH
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,coating_or_sealant_optional,
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,fastener_or_joint_description,JNT_PANEL_RIB
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,geometry_similarity_to_real_interface,SYNTHETIC_NOT_APPLICABLE
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,manufacturing_batch,SYNTHETIC
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_meas/loading_path.csv,LoadingPath,loading_path_id,LOADPATH_AB
I_meas/loading_path.csv,LoadingPath,stage_equivalent,S_CLAMP_02;S_JOIN_03;S_RELEASE_04
I_meas/loading_path.csv,LoadingPath,normal_load_sequence,"[0,25,40,15]"
