object_name,input_package,file_path,primary_key,code_consumer,producer,is_synthetic,is_runtime_result,group,row_mode
ComplianceSeparationReport,02_TOPOLOGY_STEP_MIN_CASE,parameter_library/compliance_separation_report.csv,separation_report_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,parameter_library,synthetic_topology_step
DeformationDecompositionResult,02_TOPOLOGY_STEP_MIN_CASE,parameter_library/deformation_decomposition_result.csv,decomposition_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,parameter_library,synthetic_topology_step
InterfaceParameter,02_TOPOLOGY_STEP_MIN_CASE,parameter_library/interface_parameter.csv,interface_parameter_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,parameter_library,synthetic_topology_step
LocalResponseData,02_TOPOLOGY_STEP_MIN_CASE,parameter_library/local_response_data.csv,response_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,parameter_library,synthetic_topology_step
ParameterEstimate,02_TOPOLOGY_STEP_MIN_CASE,parameter_library/parameter_estimate.csv,parameter_estimate_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,parameter_library,synthetic_topology_step
ParameterLibrary,02_TOPOLOGY_STEP_MIN_CASE,parameter_library/parameter_library.csv,parameter_library_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,parameter_library,synthetic_topology_step
ValidityDomain,02_TOPOLOGY_STEP_MIN_CASE,parameter_library/validity_domain.csv,validity_domain_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,parameter_library,synthetic_topology_step
ContributionRecord,02_TOPOLOGY_STEP_MIN_CASE,prediction/contribution_record.csv,contribution_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,prediction,synthetic_topology_step
DeformationContributionLedger,02_TOPOLOGY_STEP_MIN_CASE,prediction/deformation_contribution_ledger.csv,contribution_ledger_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,prediction,synthetic_topology_step
DoubleCountCheckResult,02_TOPOLOGY_STEP_MIN_CASE,prediction/double_count_check_result.csv,double_count_check_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,prediction,synthetic_topology_step
EquivalentErrorItem,02_TOPOLOGY_STEP_MIN_CASE,prediction/equivalent_error_item.csv,equivalent_error_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,prediction,synthetic_topology_step
JtTransferModel,02_TOPOLOGY_STEP_MIN_CASE,prediction/jt_transfer_model.csv,jt_model_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,prediction,synthetic_topology_step
KcpPredictionResult,02_TOPOLOGY_STEP_MIN_CASE,prediction/kcp_prediction_result.csv,prediction_result_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,prediction,synthetic_topology_step
SmsBasis,02_TOPOLOGY_STEP_MIN_CASE,sms_update/sms_basis.csv,basis_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,sms_update,synthetic_topology_step
SmsField,02_TOPOLOGY_STEP_MIN_CASE,sms_update/sms_field.csv,sms_field_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,sms_update,synthetic_topology_step
SmsPointcloudMapping,02_TOPOLOGY_STEP_MIN_CASE,sms_update/sms_pointcloud_mapping.csv,mapping_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,sms_update,synthetic_topology_step
SmsUpdateConfig,02_TOPOLOGY_STEP_MIN_CASE,sms_update/sms_update_config.csv,update_config_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,sms_update,synthetic_topology_step
SmsUpdateResult,02_TOPOLOGY_STEP_MIN_CASE,sms_update/sms_update_result.csv,update_result_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,sms_update,synthetic_topology_step
SmsUpdateTransferPackage,02_TOPOLOGY_STEP_MIN_CASE,sms_update/sms_update_transfer_package.csv,sms_transfer_package_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,sms_update,synthetic_topology_step
ActiveSetStabilityTrace,02_TOPOLOGY_STEP_MIN_CASE,solver/active_set_stability_trace.csv,trace_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
ComplementaritySolverConfig,02_TOPOLOGY_STEP_MIN_CASE,solver/complementarity_solver_config.csv,solver_config_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
ContactComputationTrace,02_TOPOLOGY_STEP_MIN_CASE,solver/contact_computation_trace.csv,trace_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
ContactMode,02_TOPOLOGY_STEP_MIN_CASE,solver/contact_mode.csv,contact_mode_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
ExtendedLcpSolution,02_TOPOLOGY_STEP_MIN_CASE,solver/extended_lcp_solution.csv,solution_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
ForceNonuniquenessReport,02_TOPOLOGY_STEP_MIN_CASE,solver/force_nonuniqueness_report.csv,report_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
InterfaceLcpModel,02_TOPOLOGY_STEP_MIN_CASE,solver/interface_lcp_model.csv,lcp_model_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
LcpRegularizationConfig,02_TOPOLOGY_STEP_MIN_CASE,solver/lcp_regularization_config.csv,regularization_config_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
LcpSolution,02_TOPOLOGY_STEP_MIN_CASE,solver/lcp_solution.csv,solution_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
OverconstraintContactModel,02_TOPOLOGY_STEP_MIN_CASE,solver/overconstraint_contact_model.csv,overconstraint_model_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,solver,synthetic_topology_step
QualityGate,02_TOPOLOGY_STEP_MIN_CASE,validation/quality_gate.csv,quality_gate_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,validation,synthetic_topology_step
RunLog,02_TOPOLOGY_STEP_MIN_CASE,validation/run_log.csv,run_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,validation,synthetic_topology_step
TopologyStepLcpOracle,02_TOPOLOGY_STEP_MIN_CASE,validation/topology_step_lcp_oracle.csv,topology_step_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,validation,synthetic_topology_step
ValidationResults,02_TOPOLOGY_STEP_MIN_CASE,validation/validation_result.csv,validation_result_id,core.data_loader;core.package_validator,scripts/build_topology_step_fixture.py,True,False,validation,synthetic_topology_step
TopologyStepSpec,02_TOPOLOGY_STEP_MIN_CASE,I0/assembly_topology.csv,topology_step_id,core.topology_step,scripts/build_topology_step_fixture.py,True,False,I0,synthetic_topology_step
TopologyStepOperatorMatrices,02_TOPOLOGY_STEP_MIN_CASE,matrices/multi_part_matrices.npz,npz_key,core.topology_step,scripts/build_topology_step_fixture.py,True,False,matrices,synthetic_topology_step
TopologyStepResult,02_TOPOLOGY_STEP_MIN_CASE,runtime/topology_step_result.csv,topology_step_id,core.reporting;app,core.topology_step.run_all_stages,True,True,runtime,runtime_result
TopologyStepExecutionReport,02_TOPOLOGY_STEP_MIN_CASE,runtime/topology_step_execution.csv,topology_step_id,core.reporting;app,core.topology_step.run_all_stages,True,True,runtime,runtime_result
TopologyStepValidationReport,02_TOPOLOGY_STEP_MIN_CASE,runtime/topology_step_validation.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
ActiveSubassemblyHistoryReport,02_TOPOLOGY_STEP_MIN_CASE,runtime/active_subassembly_history.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
TopologyStepStateLineageReport,02_TOPOLOGY_STEP_MIN_CASE,runtime/topology_step_state_lineage.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
TopologyStepOperatorUsageReport,02_TOPOLOGY_STEP_MIN_CASE,runtime/topology_step_operator_usage.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
TopologyStepContactSummaryReport,02_TOPOLOGY_STEP_MIN_CASE,runtime/topology_step_contact_summary.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
RuntimeConnectionLockHistory,02_TOPOLOGY_STEP_MIN_CASE,runtime/connection_lock_history.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
RuntimeReleaseHistory,02_TOPOLOGY_STEP_MIN_CASE,runtime/release_history.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
