file_path,object_name,field_name,data_type,required,cardinality,unit,enum_or_format,key_semantics,missing_handling,description,example_value
I0/local_region_definition.csv,LocalRegionDefinition,candidate_contact_region_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field candidate_contact_region_ids in I0/local_region_definition.csv,CD_AB
I0/local_region_definition.csv,LocalRegionDefinition,kcp_sensitive_region_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field kcp_sensitive_region_ids in I0/local_region_definition.csv,KCP_ZONE_MULTIPART
I0/local_region_definition.csv,LocalRegionDefinition,margin_rule,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field margin_rule in I0/local_region_definition.csv,fixed_synthetic_margin
I0/local_region_definition.csv,LocalRegionDefinition,margin_distance,number,False,0..1,dimensionless,,,blank allowed unless required,Schema field margin_distance in I0/local_region_definition.csv,10.0
I0/local_region_definition.csv,LocalRegionDefinition,cut_boundary_definition,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field cut_boundary_definition in I0/local_region_definition.csv,CUT_AB
I0/local_region_definition.csv,LocalRegionDefinition,selection_rationale,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field selection_rationale in I0/local_region_definition.csv,cover three-point contact block and KCP transfer support
I0/local_region_definition.csv,LocalRegionDefinition,metadata,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field metadata in I0/local_region_definition.csv,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/material.csv,Material,material_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field material_id in I0/material.csv,MAT_CFRP_DEFAULT
I0/material.csv,Material,material_name,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field material_name in I0/material.csv,SYNTHETIC_CFRP
I0/material.csv,Material,material_type,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field material_type in I0/material.csv,CFRP
I0/material.csv,Material,E,integer,False,0..1,dimensionless,,,blank allowed unless required,Schema field E in I0/material.csv,70000
I0/material.csv,Material,nu,number,False,0..1,dimensionless,,,blank allowed unless required,Schema field nu in I0/material.csv,0.30
I0/material.csv,Material,G,integer,False,0..1,dimensionless,,,blank allowed unless required,Schema field G in I0/material.csv,27000
I0/material.csv,Material,density,number,False,0..1,dimensionless,,,blank allowed unless required,Schema field density in I0/material.csv,1.60e-9
I0/material.csv,Material,orthotropic_constants,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field orthotropic_constants in I0/material.csv,{}
I0/material.csv,Material,temperature_range,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field temperature_range in I0/material.csv,"[20,20]"
I0/material.csv,Material,source,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field source in I0/material.csv,SYNTHETIC_FIXTURE
I0/material.csv,Material,quality_flag,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field quality_flag in I0/material.csv,PASS
I0/material.csv,Material,metadata,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field metadata in I0/material.csv,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/nominal_model.csv,NominalModel,nominal_model_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field nominal_model_id in I0/nominal_model.csv,NM_MULTIPART
I0/nominal_model.csv,NominalModel,model_name,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field model_name in I0/nominal_model.csv,SYNTHETIC_FOUR_PART_ASSEMBLY
I0/nominal_model.csv,NominalModel,cad_reference,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field cad_reference in I0/nominal_model.csv,SYNTHETIC_NOT_PROVIDED
I0/nominal_model.csv,NominalModel,mesh_reference,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field mesh_reference in I0/nominal_model.csv,SYNTHETIC_REDUCED_MODEL
I0/nominal_model.csv,NominalModel,coordinate_system_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field coordinate_system_id in I0/nominal_model.csv,CS_ASSEMBLY
I0/nominal_model.csv,NominalModel,revision_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field revision_id in I0/nominal_model.csv,MULTIPART_2026_07
I0/nominal_model.csv,NominalModel,definition_source,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field definition_source in I0/nominal_model.csv,SYNTHETIC_NUMERICAL_FIXTURE
I0/nominal_model.csv,NominalModel,quality_flag,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field quality_flag in I0/nominal_model.csv,PASS
I0/nominal_model.csv,NominalModel,metadata,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field metadata in I0/nominal_model.csv,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/part.csv,Part,part_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field part_id in I0/part.csv,P_A
I0/part.csv,Part,part_name,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field part_name in I0/part.csv,FLEXIBLE_PANEL_A
I0/part.csv,Part,material_type,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field material_type in I0/part.csv,CFRP
I0/part.csv,Part,role_in_assembly,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field role_in_assembly in I0/part.csv,shared_flexible_base
I0/part.csv,Part,nominal_model_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field nominal_model_id in I0/part.csv,NM_MULTIPART
I0/part.csv,Part,sms_prior_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field sms_prior_id in I0/part.csv,SMS_PRIOR_PANEL
I0/part.csv,Part,material_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field material_id in I0/part.csv,MAT_CFRP_DEFAULT
I0/part.csv,Part,thickness_definition_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field thickness_definition_id in I0/part.csv,THK_PANEL
I0/part.csv,Part,layup_id_optional,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field layup_id_optional in I0/part.csv,LAYUP_PANEL
I0/part.csv,Part,local_coordinate_system_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field local_coordinate_system_id in I0/part.csv,CS_ASSEMBLY
I0/part.csv,Part,mesh_or_point_set_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field mesh_or_point_set_id in I0/part.csv,MESH_PANEL
I0/part.csv,Part,key_interface_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field key_interface_ids in I0/part.csv,G_AB;G_AD
I0/part.csv,Part,related_kcm_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field related_kcm_ids in I0/part.csv,KCM_PANEL_PROFILE
I0/part.csv,Part,related_kcp_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field related_kcp_ids in I0/part.csv,KCP_END_GAP;KCP_STEP_AB;KCP_PARALLEL_BALANCE
I0/part.csv,Part,metadata,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field metadata in I0/part.csv,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/sms_prior.csv,SmsPrior,sms_prior_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field sms_prior_id in I0/sms_prior.csv,SMS_PRIOR_PANEL
I0/sms_prior.csv,SmsPrior,part_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field part_id in I0/sms_prior.csv,P_A
I0/sms_prior.csv,SmsPrior,prior_type,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field prior_type in I0/sms_prior.csv,synthetic_zero_mean
I0/sms_prior.csv,SmsPrior,basis_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field basis_id in I0/sms_prior.csv,SMS_BASIS_PANEL
I0/sms_prior.csv,SmsPrior,alpha_mean,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field alpha_mean in I0/sms_prior.csv,[0.0]
I0/sms_prior.csv,SmsPrior,alpha_covariance_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field alpha_covariance_id in I0/sms_prior.csv,COV_SMS_PANEL
I0/sms_prior.csv,SmsPrior,source_sample_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field source_sample_ids in I0/sms_prior.csv,SYNTHETIC_SEED
I0/sms_prior.csv,SmsPrior,valid_region,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field valid_region in I0/sms_prior.csv,FIXTURE_ONLY
I0/sms_prior.csv,SmsPrior,quality_flag,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field quality_flag in I0/sms_prior.csv,PASS
I0/sms_prior.csv,SmsPrior,metadata,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field metadata in I0/sms_prior.csv,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/stage_definition.csv,StageDefinition,stage_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field stage_id in I0/stage_definition.csv,S_LOCATE_01
I0/stage_definition.csv,StageDefinition,stage_order,integer,False,0..1,dimensionless,,,blank allowed unless required,Schema field stage_order in I0/stage_definition.csv,1
I0/stage_definition.csv,StageDefinition,stage_type,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field stage_type in I0/stage_definition.csv,LOCATE
I0/stage_definition.csv,StageDefinition,subassembly_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field subassembly_id in I0/stage_definition.csv,ASM_ABCD
I0/stage_definition.csv,StageDefinition,active_part_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field active_part_ids in I0/stage_definition.csv,P_A;P_B;P_C;P_D
I0/stage_definition.csv,StageDefinition,active_interface_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field active_interface_ids in I0/stage_definition.csv,G_AB;G_BC;G_AD;G_DB
I0/stage_definition.csv,StageDefinition,predecessor_stage_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field predecessor_stage_id in I0/stage_definition.csv,S_LOCATE_01
I0/stage_definition.csv,StageDefinition,successor_stage_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field successor_stage_id in I0/stage_definition.csv,S_CLAMP_02
I0/stage_definition.csv,StageDefinition,metadata,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field metadata in I0/stage_definition.csv,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/subassembly.csv,Subassembly,subassembly_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field subassembly_id in I0/subassembly.csv,ASM_A
I0/subassembly.csv,Subassembly,parent_subassembly_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field parent_subassembly_id in I0/subassembly.csv,ASM_A
I0/subassembly.csv,Subassembly,assembly_step,integer,False,0..1,dimensionless,,,blank allowed unless required,Schema field assembly_step in I0/subassembly.csv,1
I0/subassembly.csv,Subassembly,member_part_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field member_part_ids in I0/subassembly.csv,P_A
I0/subassembly.csv,Subassembly,active_interface_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field active_interface_ids in I0/subassembly.csv,G_AB
I0/subassembly.csv,Subassembly,active_joint_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field active_joint_ids in I0/subassembly.csv,JNT_AB;JNT_BC;JNT_AD;JNT_DB
I0/subassembly.csv,Subassembly,reference_state_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field reference_state_id in I0/subassembly.csv,REF_NOMINAL
I0/subassembly.csv,Subassembly,metadata,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field metadata in I0/subassembly.csv,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/subassembly_membership.csv,SubassemblyMembership,membership_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field membership_id in I0/subassembly_membership.csv,MEM_ASM_A_P_A
I0/subassembly_membership.csv,SubassemblyMembership,subassembly_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field subassembly_id in I0/subassembly_membership.csv,ASM_A
I0/subassembly_membership.csv,SubassemblyMembership,part_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field part_id in I0/subassembly_membership.csv,P_A
I0/subassembly_membership.csv,SubassemblyMembership,added_at_step,integer,False,0..1,dimensionless,,,blank allowed unless required,Schema field added_at_step in I0/subassembly_membership.csv,1
I0/subassembly_membership.csv,SubassemblyMembership,removed_at_step_optional,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field removed_at_step_optional in I0/subassembly_membership.csv,
I0/subassembly_membership.csv,SubassemblyMembership,membership_role,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field membership_role in I0/subassembly_membership.csv,MEMBER
I0/subassembly_membership.csv,SubassemblyMembership,metadata,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field metadata in I0/subassembly_membership.csv,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,area_weight_matrix_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field area_weight_matrix_id in I_Gamma/area_weight_matrix.csv,QA_AB
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,contact_domain_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field contact_domain_id in I_Gamma/area_weight_matrix.csv,CD_AB
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,matrix_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field matrix_id in I_Gamma/area_weight_matrix.csv,QA_AB_MATRIX
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,candidate_point_ids,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field candidate_point_ids in I_Gamma/area_weight_matrix.csv,CP_AB_01;CP_AB_02;CP_AB_03
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,area_values,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field area_values in I_Gamma/area_weight_matrix.csv,"[1200.0,1000.0,800.0]"
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,unit,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field unit in I_Gamma/area_weight_matrix.csv,mm^2
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,area_sum,number,False,0..1,dimensionless,,,blank allowed unless required,Schema field area_sum in I_Gamma/area_weight_matrix.csv,3000.0
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,quality_flag,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field quality_flag in I_Gamma/area_weight_matrix.csv,PASS
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,metadata,string,False,0..1,dimensionless,,,blank allowed unless required,Schema field metadata in I_Gamma/area_weight_matrix.csv,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_Gamma/contact_domain.csv,ContactDomain,contact_domain_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field contact_domain_id in I_Gamma/contact_domain.csv,CD_AB
I_Gamma/contact_domain.csv,ContactDomain,interface_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field interface_id in I_Gamma/contact_domain.csv,G_AB
I_Gamma/contact_domain.csv,ContactDomain,side_i_region_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field side_i_region_id in I_Gamma/contact_domain.csv,REG_PANEL_AB
I_Gamma/contact_domain.csv,ContactDomain,side_j_region_id,string,False,0..1,dimensionless,,object identifier or foreign key per schema,blank allowed unless required,Schema field side_j_region_id in I_Gamma/contact_domain.csv,REG_RIB_AB
