file_path,object_name,field_name,default_value_in_default_min_case
I0/local_region_definition.csv,LocalRegionDefinition,cut_boundary_definition,PLACEHOLDER
I0/local_region_definition.csv,LocalRegionDefinition,selection_rationale,默认局部域模板
I0/local_region_definition.csv,LocalRegionDefinition,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I0/material.csv,Material,material_id,MAT_CFRP_DEFAULT
I0/material.csv,Material,material_name,DEFAULT_CFRP
I0/material.csv,Material,material_type,CFRP
I0/material.csv,Material,E,70000
I0/material.csv,Material,nu,0.30
I0/material.csv,Material,G,27000
I0/material.csv,Material,density,0.0
I0/material.csv,Material,orthotropic_constants,{}
I0/material.csv,Material,temperature_range,"[20,20]"
I0/material.csv,Material,source,DEFAULT_TEMPLATE
I0/material.csv,Material,quality_flag,WARN
I0/material.csv,Material,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I0/nominal_model.csv,NominalModel,nominal_model_id,NM_DEFAULT
I0/nominal_model.csv,NominalModel,model_name,DEFAULT_NOMINAL_MODEL
I0/nominal_model.csv,NominalModel,cad_reference,PLACEHOLDER.step
I0/nominal_model.csv,NominalModel,mesh_reference,PLACEHOLDER.inp
I0/nominal_model.csv,NominalModel,coordinate_system_id,CS_ASSEMBLY
I0/nominal_model.csv,NominalModel,revision_id,REV_000
I0/nominal_model.csv,NominalModel,definition_source,DEFAULT_TEMPLATE
I0/nominal_model.csv,NominalModel,quality_flag,WARN
I0/nominal_model.csv,NominalModel,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I0/part.csv,Part,part_id,P_PART_A
I0/part.csv,Part,part_name,DEFAULT_PART_A
I0/part.csv,Part,material_type,CFRP
I0/part.csv,Part,role_in_assembly,side_i
I0/part.csv,Part,nominal_model_id,NM_DEFAULT
I0/part.csv,Part,sms_prior_id,SMS_PRIOR_A
I0/part.csv,Part,material_id,MAT_CFRP_DEFAULT
I0/part.csv,Part,thickness_definition_id,THK_DEFAULT
I0/part.csv,Part,layup_id_optional,LAYUP_DEFAULT
I0/part.csv,Part,local_coordinate_system_id,CS_ASSEMBLY
I0/part.csv,Part,mesh_or_point_set_id,MESH_DEFAULT
I0/part.csv,Part,key_interface_ids,G_PART_A_PART_B
I0/part.csv,Part,related_kcm_ids,KCM_DEFAULT
I0/part.csv,Part,related_kcp_ids,KCP_GAP_DEFAULT
I0/part.csv,Part,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I0/sms_prior.csv,SMSPrior,sms_prior_id,SMS_PRIOR_A
I0/sms_prior.csv,SMSPrior,part_id,P_PART_A
I0/sms_prior.csv,SMSPrior,prior_type,zero_mean_default
I0/sms_prior.csv,SMSPrior,basis_id,SMS_BASIS_DEFAULT
I0/sms_prior.csv,SMSPrior,alpha_mean,[0.0]
I0/sms_prior.csv,SMSPrior,alpha_covariance_id,COV_SMS_PRIOR_DEFAULT
I0/sms_prior.csv,SMSPrior,source_sample_ids,
I0/sms_prior.csv,SMSPrior,valid_region,ALL
I0/sms_prior.csv,SMSPrior,quality_flag,WARN
I0/sms_prior.csv,SMSPrior,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,area_weight_matrix_id,QA_DEFAULT
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,contact_domain_id,CD_G_PART_A_PART_B
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,matrix_id,QA_MATRIX_DEFAULT
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,candidate_point_ids,CP_001
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,area_values,[1.0]
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,unit,mm^2
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,area_sum,1.0
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,quality_flag,WARN
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_Gamma/contact_domain.csv,ContactDomain,contact_domain_id,CD_G_PART_A_PART_B
I_Gamma/contact_domain.csv,ContactDomain,interface_id,G_PART_A_PART_B
I_Gamma/contact_domain.csv,ContactDomain,side_i_region_id,REG_A_DEFAULT
I_Gamma/contact_domain.csv,ContactDomain,side_j_region_id,REG_B_DEFAULT
I_Gamma/contact_domain.csv,ContactDomain,contact_point_ids,CP_001
I_Gamma/contact_domain.csv,ContactDomain,correspondence_method,nominal_fixed
I_Gamma/contact_domain.csv,ContactDomain,normal_definition_method,side_i_nominal_normal
I_Gamma/contact_domain.csv,ContactDomain,tangent_definition_method,default_tangent
I_Gamma/contact_domain.csv,ContactDomain,area_weight_matrix_id,QA_DEFAULT
I_Gamma/contact_domain.csv,ContactDomain,G_gap_mapping_id,G_GAP_DEFAULT
I_Gamma/contact_domain.csv,ContactDomain,Bn_mapping_id,BN_DEFAULT
I_Gamma/contact_domain.csv,ContactDomain,Bt_mapping_id_optional,BT_DEFAULT
I_Gamma/contact_domain.csv,ContactDomain,nominal_gap_field_id,GF_INITIAL_DEFAULT
I_Gamma/contact_domain.csv,ContactDomain,initial_contact_parameter_id,IPAR_DEFAULT
I_Gamma/contact_domain.csv,ContactDomain,candidate_region_margin,0.0
I_Gamma/contact_domain.csv,ContactDomain,density_level,minimal_1pt
I_Gamma/contact_domain.csv,ContactDomain,validity_region,ALL
I_Gamma/contact_domain.csv,ContactDomain,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_Gamma/contact_point.csv,ContactPoint,point_id,CP_001
I_Gamma/contact_point.csv,ContactPoint,contact_domain_id,CD_G_PART_A_PART_B
I_Gamma/contact_point.csv,ContactPoint,local_index,0
I_Gamma/contact_point.csv,ContactPoint,x_i0,"[0.0,0.0,0.0]"
I_Gamma/contact_point.csv,ContactPoint,x_j0,"[0.0,0.0,0.1]"
I_Gamma/contact_point.csv,ContactPoint,normal_n,"[0.0,0.0,1.0]"
I_Gamma/contact_point.csv,ContactPoint,tangent_basis_T,"[[1,0,0],[0,1,0]]"
I_Gamma/contact_point.csv,ContactPoint,area_weight,1.0
I_Gamma/contact_point.csv,ContactPoint,local_coordinate_system_id,CS_ASSEMBLY
I_Gamma/contact_point.csv,ContactPoint,candidate_flag,TRUE
I_Gamma/contact_point.csv,ContactPoint,edge_or_interior_flag,INTERIOR
I_Gamma/contact_point.csv,ContactPoint,correspondence_quality,WARN
I_Gamma/contact_point.csv,ContactPoint,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,extended_domain_id,ECD_DEFAULT
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,stage_id,S_LOCATE_01
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,part_contact_domain_ids,CD_G_PART_A_PART_B
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,locator_domain_ids,LOCGRP_DEFAULT
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,clamp_domain_ids,
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,joint_domain_ids,
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,extended_contact_point_ids,CP_001;LOC_001
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,extended_gap_mapping_id,G_EXT_DEFAULT
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,extended_B_mapping_id,B_EXT_DEFAULT
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,locator_group_ids,LOCGRP_DEFAULT
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,validity_region,ALL
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,quality_flag,WARN
I_Gamma/extended_contact_domain.csv,ExtendedContactDomain,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,ext_gap_compliance_id,EGC_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,sample_id,SAMPLE_001
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,stage_id,S_LOCATE_01
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,extended_domain_id,ECD_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,g_ext0_vector_id,G_EXT0_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,B_ext_mapping_id,B_EXT_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,free_displacement_vector_id,U_FREE_EXT_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,command_displacement_vector_id,D_CMD_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,q_ext_vector_id,Q_EXT_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,W_struct_ext_id,W_STRUCT_EXT_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,C_interface_id,CN_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,C_locator_id,C_LOC_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,C_joint_id,
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,W_ext_matrix_id,W_EXT_DEFAULT
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,unit_check_result,WARN
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,dependency_hash,HASH_PLACEHOLDER
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,quality_flag,WARN
I_Gamma/extended_gap_and_compliance.csv,ExtendedGapAndCompliance,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_Gamma/gap_field.csv,GapField,gap_field_id,GF_INITIAL_DEFAULT
I_Gamma/gap_field.csv,GapField,contact_domain_id,CD_G_PART_A_PART_B
I_Gamma/gap_field.csv,GapField,sample_id,SAMPLE_001
I_Gamma/gap_field.csv,GapField,stage_id_or_initial,INITIAL
I_Gamma/gap_field.csv,GapField,values_g,[0.1]
I_Gamma/gap_field.csv,GapField,nominal_component,[0.1]
I_Gamma/gap_field.csv,GapField,sms_component,[0.0]
I_Gamma/gap_field.csv,GapField,pose_bias_component_optional,[0.0]
I_Gamma/gap_field.csv,GapField,sign_convention,g>0 separation; g=0 contact; g<0 initial interference
I_Gamma/gap_field.csv,GapField,source_sms_update_result_ids,SMS_UPD_RES_DEFAULT
I_Gamma/gap_field.csv,GapField,source_sms_transfer_package_ids,SMS_TRANSFER_DEFAULT
I_Gamma/gap_field.csv,GapField,excluded_measurement_deformation_source_ids,GRAVITY_M;FIXTURE_M;LOCAL_CONTACT_M
I_Gamma/gap_field.csv,GapField,double_count_check_id,DCC_DEFAULT
I_Gamma/gap_field.csv,GapField,reference_state_id,REF_NOMINAL
I_Gamma/gap_field.csv,GapField,unit,mm
I_Gamma/gap_field.csv,GapField,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_key/feature_mapping.csv,FeatureMapping,feature_mapping_id,FM_DEFAULT
I_key/feature_mapping.csv,FeatureMapping,source_feature_id,KCM_DEFAULT
I_key/feature_mapping.csv,FeatureMapping,target_feature_id,KCP_GAP_DEFAULT
I_key/feature_mapping.csv,FeatureMapping,mapping_type,placeholder
I_key/feature_mapping.csv,FeatureMapping,matrix_id,J_KCP_DEFAULT
I_key/feature_mapping.csv,FeatureMapping,sign_convention,positive_gap
I_key/feature_mapping.csv,FeatureMapping,reference_state_id,REF_NOMINAL
I_key/feature_mapping.csv,FeatureMapping,quality_flag,WARN
I_key/feature_mapping.csv,FeatureMapping,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_key/kcm_definition.csv,KCMDefinition,kcm_id,KCM_DEFAULT
I_key/kcm_definition.csv,KCMDefinition,kcm_name,DEFAULT_KCM
I_key/kcm_definition.csv,KCMDefinition,feature_type,point_deviation
I_key/kcm_definition.csv,KCMDefinition,target_object_type,Part
I_key/kcm_definition.csv,KCMDefinition,target_object_id,P_PART_A
I_key/kcm_definition.csv,KCMDefinition,stage_id_optional,FREE
I_key/kcm_definition.csv,KCMDefinition,nominal_location,"[0,0,0]"
I_key/kcm_definition.csv,KCMDefinition,evaluation_direction,"[0,0,1]"
I_key/kcm_definition.csv,KCMDefinition,extraction_or_measurement_matrix_id,H_M_DEFAULT
I_key/kcm_definition.csv,KCMDefinition,nominal_value,0.0
I_key/kcm_definition.csv,KCMDefinition,expected_unit,mm
I_key/kcm_definition.csv,KCMDefinition,measurement_method,DEFAULT
I_key/kcm_definition.csv,KCMDefinition,required_uncertainty,0.01
I_key/kcm_definition.csv,KCMDefinition,update_target,SMS
I_key/kcm_definition.csv,KCMDefinition,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_key/kcp_definition.csv,KCPDefinition,kcp_id,KCP_GAP_DEFAULT
I_key/kcp_definition.csv,KCPDefinition,kcp_name,DEFAULT_GAP_KCP
I_key/kcp_definition.csv,KCPDefinition,feature_type,gap
I_key/kcp_definition.csv,KCPDefinition,target_object_type,Interface
I_key/kcp_definition.csv,KCPDefinition,target_object_id,G_PART_A_PART_B
I_key/kcp_definition.csv,KCPDefinition,stage_id_optional,S_RELEASE_04
I_key/kcp_definition.csv,KCPDefinition,nominal_location,"[0,0,0]"
I_key/kcp_definition.csv,KCPDefinition,evaluation_direction,"[0,0,1]"
I_key/kcp_definition.csv,KCPDefinition,extraction_matrix_id,J_KCP_DEFAULT
I_key/kcp_definition.csv,KCPDefinition,nominal_value,0.0
I_key/kcp_definition.csv,KCPDefinition,lower_tol,-0.5
I_key/kcp_definition.csv,KCPDefinition,upper_tol,0.5
I_key/kcp_definition.csv,KCPDefinition,expected_unit,mm
I_key/kcp_definition.csv,KCPDefinition,acceptance_rule,within_tolerance
I_key/kcp_definition.csv,KCPDefinition,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_meas/data_split.csv,DataSplit,data_split_id,DSPLIT_DEFAULT
I_meas/data_split.csv,DataSplit,identification_sample_ids,SAMPLE_001
I_meas/data_split.csv,DataSplit,calibration_sample_ids,
I_meas/data_split.csv,DataSplit,validation_sample_ids,
I_meas/data_split.csv,DataSplit,split_strategy,template_placeholder
I_meas/data_split.csv,DataSplit,grouping_constraint,none
I_meas/data_split.csv,DataSplit,leakage_check_result,NOT_CHECKED
I_meas/data_split.csv,DataSplit,random_seed_optional,202607
I_meas/data_split.csv,DataSplit,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_meas/fixture_calibration.csv,FixtureCalibration,fixture_calibration_id,FIXCAL_DEFAULT
I_meas/fixture_calibration.csv,FixtureCalibration,fixture_id,FIXTURE_DEFAULT
I_meas/fixture_calibration.csv,FixtureCalibration,calibration_method,DEFAULT
I_meas/fixture_calibration.csv,FixtureCalibration,load_range,"[0,0]"
I_meas/fixture_calibration.csv,FixtureCalibration,compliance_matrix_id,C_FIXTURE_DEFAULT
I_meas/fixture_calibration.csv,FixtureCalibration,uncertainty,UNKNOWN
I_meas/fixture_calibration.csv,FixtureCalibration,validity_domain_id,VD_DEFAULT
I_meas/fixture_calibration.csv,FixtureCalibration,quality_flag,WARN
I_meas/fixture_calibration.csv,FixtureCalibration,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_meas/interface_test_setup.csv,InterfaceTestSetup,setup_id,SETUP_DEFAULT
I_meas/interface_test_setup.csv,InterfaceTestSetup,specimen_id,SPEC_DEFAULT
I_meas/interface_test_setup.csv,InterfaceTestSetup,fixture_id,FIXTURE_DEFAULT
I_meas/interface_test_setup.csv,InterfaceTestSetup,loading_machine_id,LOAD_MACHINE_DEFAULT
I_meas/interface_test_setup.csv,InterfaceTestSetup,sensor_ids,SENSOR_DEFAULT
I_meas/interface_test_setup.csv,InterfaceTestSetup,coordinate_system_id,CS_ASSEMBLY
I_meas/interface_test_setup.csv,InterfaceTestSetup,support_state,FIXTURED
I_meas/interface_test_setup.csv,InterfaceTestSetup,load_state,FREE
I_meas/interface_test_setup.csv,InterfaceTestSetup,environmental_conditions,"{""temperature"":20}"
I_meas/interface_test_setup.csv,InterfaceTestSetup,fixture_calibration_id,FIXCAL_DEFAULT
I_meas/interface_test_setup.csv,InterfaceTestSetup,sensor_calibration_ids,SENCAL_DEFAULT
I_meas/interface_test_setup.csv,InterfaceTestSetup,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,specimen_id,SPEC_DEFAULT
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,interface_id,G_PART_A_PART_B
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,side_i_material_id,MAT_CFRP_DEFAULT
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,side_j_material_id,MAT_METAL_DEFAULT
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,layup_ids_optional,LAYUP_DEFAULT
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,thickness_values,[]
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,surface_treatment,DEFAULT
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,coating_or_sealant_optional,
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,fastener_or_joint_description,DEFAULT
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,geometry_similarity_to_real_interface,UNKNOWN
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,manufacturing_batch,BATCH_DEFAULT
I_meas/interface_test_specimen.csv,InterfaceTestSpecimen,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_meas/loading_path.csv,LoadingPath,loading_path_id,LOADPATH_DEFAULT
I_meas/loading_path.csv,LoadingPath,stage_equivalent,LOCAL_IDENTIFICATION
I_meas/loading_path.csv,LoadingPath,normal_load_sequence,[0.0]
I_meas/loading_path.csv,LoadingPath,tangential_load_sequence_optional,[]
I_meas/loading_path.csv,LoadingPath,preload_sequence_optional,[]
I_meas/loading_path.csv,LoadingPath,hold_time_sequence_optional,[]
I_meas/loading_path.csv,LoadingPath,unloading_sequence_optional,[]
I_meas/loading_path.csv,LoadingPath,rate_information_optional,
I_meas/loading_path.csv,LoadingPath,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_meas/measurement_package.csv,MeasurementPackage,measurement_package_id,MPKG_DEFAULT
I_meas/measurement_package.csv,MeasurementPackage,geometry_measurement_set_ids,MSET_GEOM_DEFAULT
I_meas/measurement_package.csv,MeasurementPackage,kcm_measurement_set_ids,MSET_KCM_DEFAULT
I_meas/measurement_package.csv,MeasurementPackage,process_measurement_set_ids,MSET_PROC_DEFAULT
I_meas/measurement_package.csv,MeasurementPackage,interface_test_set_ids,MSET_INTERFACE_DEFAULT
I_meas/measurement_package.csv,MeasurementPackage,kcp_measurement_set_ids,MSET_KCP_DEFAULT
I_meas/measurement_package.csv,MeasurementPackage,data_split_id,DSPLIT_DEFAULT
I_meas/measurement_package.csv,MeasurementPackage,common_coordinate_system_id,CS_ASSEMBLY
I_meas/measurement_package.csv,MeasurementPackage,unit_system_id,UNIT_MM_N
I_meas/measurement_package.csv,MeasurementPackage,preprocessing_pipeline_id,PREPROC_DEFAULT
I_meas/measurement_package.csv,MeasurementPackage,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_meas/measurement_record.csv,MeasurementRecord,measurement_id,MEAS_DEFAULT
I_meas/measurement_record.csv,MeasurementRecord,measurement_set_id,MSET_KCM_DEFAULT
I_meas/measurement_record.csv,MeasurementRecord,sample_id,SAMPLE_001
I_meas/measurement_record.csv,MeasurementRecord,object_type,Part
I_meas/measurement_record.csv,MeasurementRecord,object_id,P_PART_A
I_meas/measurement_record.csv,MeasurementRecord,feature_definition_id,KCM_DEFAULT
I_meas/measurement_record.csv,MeasurementRecord,interface_id_optional,G_PART_A_PART_B
I_meas/measurement_record.csv,MeasurementRecord,part_id_optional,P_PART_A
I_meas/measurement_record.csv,MeasurementRecord,assembly_id_optional,ASM_DEFAULT
I_meas/measurement_record.csv,MeasurementRecord,stage_id,FREE
I_meas/measurement_record.csv,MeasurementRecord,support_state,KNOWN_SUPPORT
I_meas/measurement_record.csv,MeasurementRecord,load_state,FREE
I_meas/measurement_record.csv,MeasurementRecord,timestamp_optional,
I_meas/measurement_record.csv,MeasurementRecord,location,"[0,0,0]"
I_meas/measurement_record.csv,MeasurementRecord,direction,"[0,0,1]"
I_meas/measurement_record.csv,MeasurementRecord,coordinate_system_id,CS_ASSEMBLY
I_meas/measurement_record.csv,MeasurementRecord,value,0.0
I_meas/measurement_record.csv,MeasurementRecord,unit,mm
I_meas/measurement_record.csv,MeasurementRecord,standard_uncertainty,0.01
I_meas/measurement_record.csv,MeasurementRecord,covariance_block_id_optional,COV_MEAS_DEFAULT
I_meas/measurement_record.csv,MeasurementRecord,sensor_or_device_id,SENSOR_DEFAULT
I_meas/measurement_record.csv,MeasurementRecord,calibration_certificate_id_optional,
I_meas/measurement_record.csv,MeasurementRecord,acquisition_method,DEFAULT
I_meas/measurement_record.csv,MeasurementRecord,preprocessing_history,none
I_meas/measurement_record.csv,MeasurementRecord,update_target,SMS
I_meas/measurement_record.csv,MeasurementRecord,data_role,IDENTIFY
I_meas/measurement_record.csv,MeasurementRecord,quality_flag,WARN
I_meas/measurement_record.csv,MeasurementRecord,reference_state_id_optional,REF_NOMINAL
I_meas/measurement_record.csv,MeasurementRecord,increment_definition_id_optional,INC_ABS
I_meas/measurement_record.csv,MeasurementRecord,missing_reason_optional,
I_meas/measurement_record.csv,MeasurementRecord,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,compensation_result_id,COMP_DEFAULT
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,measurement_state_id,MSTATE_DEFAULT
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,raw_kcm_values,[0.0]
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,raw_covariance_R,COV_MEAS_DEFAULT
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,pose_component,[0.0]
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,structural_component,[0.0]
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,local_contact_component_optional,[0.0]
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,bias_component,[0.0]
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,equivalent_reference_kcm,[0.0]
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,equivalent_covariance_R_ref,COV_REF_DEFAULT
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,compensation_method,NONE_REJECT
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,target_reference_state_id,REF_NOMINAL
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,excluded_deformation_source_ids,GRAVITY_M;FIXTURE_M;LOCAL_CONTACT_M
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,identifiability_metrics,"{""rank"":0}"
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,quality_flag,WARN
I_meas/measurement_state_compensation_result.csv,MeasurementStateCompensationResult,metadata,"{""note"":""默认占位值；请替换为真实工程数据。"",""schema_version"":""V2.5""}"
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,measurement_state_id,MSTATE_DEFAULT
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,measurement_set_id,MSET_KCM_DEFAULT
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,sample_id,SAMPLE_001
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,part_id,P_PART_A
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,support_state,KNOWN_SUPPORT
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,load_state,FREE
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,target_reference_state_id,REF_NOMINAL
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,boundary_condition_ids,BND_DEFAULT
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,measured_load_ids,
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,fixture_model_id,FIXTURE_DEFAULT
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,gravity_vector,"[0,0,-9.81]"
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,temperature_optional,20
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,measurement_coordinate_system_id,CS_MEAS_DEFAULT
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,model_coordinate_system_id,CS_ASSEMBLY
I_meas/measurement_state_snapshot.csv,MeasurementStateSnapshot,coordinate_transform_id,T_MEAS_TO_ASM_DEFAULT
