object_name,input_package,file_path,primary_key,code_consumer,producer,is_synthetic,is_runtime_result,group,row_mode
MeasurementCheckpointSpec,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_meas/measurement_checkpoint.csv,checkpoint_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_meas,synthetic_stage_measurement_update
MeasurementObservationSpec,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_meas/measurement_observation_map.csv,observation_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_meas,synthetic_stage_measurement_update
MeasurementPackage,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_meas/measurement_package.csv,measurement_package_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_meas,synthetic_stage_measurement_update
MeasurementRecord,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_meas/measurement_record.csv,measurement_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_meas,synthetic_stage_measurement_update
MeasurementStateCompensationResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_meas/measurement_state_compensation_result.csv,compensation_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_meas,synthetic_stage_measurement_update
MeasurementStateSnapshot,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_meas/measurement_state_snapshot.csv,measurement_state_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_meas,synthetic_stage_measurement_update
MeasurementUpdateConfig,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_meas/measurement_update_config.csv,update_config_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_meas,synthetic_stage_measurement_update
SensorCalibration,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_meas/sensor_calibration.csv,sensor_calibration_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_meas,synthetic_stage_measurement_update
BoundaryInheritanceRecord,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_red/boundary_inheritance_record.csv,boundary_inheritance_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_red,synthetic_stage_measurement_update
CacheInvalidationRule,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_red/cache_invalidation_rule.csv,rule_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_red,synthetic_stage_measurement_update
CondensedOperator,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_red/condensed_operator.csv,condensed_operator_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_red,synthetic_stage_measurement_update
DofPartition,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_red/dof_partition.csv,dof_partition_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_red,synthetic_stage_measurement_update
FactorizationCache,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_red/factorization_cache.csv,factorization_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_red,synthetic_stage_measurement_update
LocalModelValidationResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_red/local_model_validation_result.csv,validation_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_red,synthetic_stage_measurement_update
LocalSubmodelExtraction,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_red/local_submodel_extraction.csv,local_model_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_red,synthetic_stage_measurement_update
BoundaryItem,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/boundary_item.csv,boundary_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
ConnectionLockHistory,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/connection_lock_history.csv,lock_history_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
InterfaceStageState,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/interface_stage_state.csv,interface_stage_state_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
LoadItem,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/load_item.csv,load_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
LocatorCompliance,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/locator_compliance.csv,compliance_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
LocatorElement,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/locator_element.csv,locator_element_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
OverconstraintLocatorGroup,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/overconstraint_locator_group.csv,locator_group_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
PartStageState,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/part_stage_state.csv,part_stage_state_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
ReducedForceVector,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/reduced_force_vector.csv,reduced_force_vector_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
ReleaseHistoryRecord,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/release_history_record.csv,release_history_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageCovarianceTransfer,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/stage_covariance_transfer.csv,covariance_transfer_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageIncrement,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/stage_increment.csv,stage_increment_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageInput,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/stage_input.csv,stage_input_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageParameterSnapshot,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/stage_parameter_snapshot.csv,stage_parameter_snapshot_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StagePosteriorPackage,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/stage_posterior_package.csv,stage_posterior_package_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageStateSnapshot,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/stage_state_snapshot.csv,stage_state_snapshot_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageTransitionRecord,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/stage_transition_record.csv,transition_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StateUpdateBasis,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stage/state_update_basis.csv,update_state_layout_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
MonteCarloConfig,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stat/monte_carlo_config.csv,mc_config_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stat,synthetic_stage_measurement_update
RandomSample,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stat/random_sample.csv,random_sample_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stat,synthetic_stage_measurement_update
SensitivityResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stat/sensitivity_result.csv,sensitivity_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stat,synthetic_stage_measurement_update
StatisticalPredictionResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I_stat/statistical_prediction_result.csv,statistical_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stat,synthetic_stage_measurement_update
MatrixManifest,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,matrices/matrix_manifest.csv,matrix_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,matrices,synthetic_stage_measurement_update
VectorLayout,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,matrices/vector_layout.csv,vector_layout_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,matrices,synthetic_stage_measurement_update
ComplianceSeparationReport,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,parameter_library/compliance_separation_report.csv,separation_report_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
DeformationDecompositionResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,parameter_library/deformation_decomposition_result.csv,decomposition_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
InterfaceParameter,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,parameter_library/interface_parameter.csv,interface_parameter_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
LocalResponseData,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,parameter_library/local_response_data.csv,response_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
ParameterEstimate,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,parameter_library/parameter_estimate.csv,parameter_estimate_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
ParameterLibrary,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,parameter_library/parameter_library.csv,parameter_library_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
ValidityDomain,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,parameter_library/validity_domain.csv,validity_domain_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
ContributionRecord,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,prediction/contribution_record.csv,contribution_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
DeformationContributionLedger,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,prediction/deformation_contribution_ledger.csv,contribution_ledger_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
DoubleCountCheckResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,prediction/double_count_check_result.csv,double_count_check_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
EquivalentErrorItem,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,prediction/equivalent_error_item.csv,equivalent_error_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
JtTransferModel,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,prediction/jt_transfer_model.csv,jt_model_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
KcpPredictionResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,prediction/kcp_prediction_result.csv,prediction_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
SmsBasis,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,sms_update/sms_basis.csv,basis_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsField,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,sms_update/sms_field.csv,sms_field_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsPointcloudMapping,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,sms_update/sms_pointcloud_mapping.csv,mapping_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsUpdateConfig,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,sms_update/sms_update_config.csv,update_config_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsUpdateResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,sms_update/sms_update_result.csv,update_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsUpdateTransferPackage,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,sms_update/sms_update_transfer_package.csv,sms_transfer_package_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
ActiveSetStabilityTrace,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/active_set_stability_trace.csv,trace_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ComplementaritySolverConfig,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/complementarity_solver_config.csv,solver_config_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ContactComputationTrace,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/contact_computation_trace.csv,trace_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ContactMode,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/contact_mode.csv,contact_mode_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ExtendedLcpSolution,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/extended_lcp_solution.csv,solution_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ForceNonuniquenessReport,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/force_nonuniqueness_report.csv,report_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
InterfaceLcpModel,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/interface_lcp_model.csv,lcp_model_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
LcpRegularizationConfig,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/lcp_regularization_config.csv,regularization_config_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
LcpSolution,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/lcp_solution.csv,solution_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
OverconstraintContactModel,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,solver/overconstraint_contact_model.csv,overconstraint_model_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
QualityGate,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,validation/quality_gate.csv,quality_gate_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
RunLog,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,validation/run_log.csv,run_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
StageMeasurementUpdateOracle,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,validation/stage_measurement_update_oracle.csv,checkpoint_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
TopologyStepLcpOracle,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,validation/topology_step_lcp_oracle.csv,topology_step_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
ValidationResults,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,validation/validation_result.csv,validation_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
TopologyStepSpec,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,I0/assembly_topology.csv,topology_step_id,core.reporting;app,scripts/build_stage_measurement_update_fixture.py,True,False,I0,synthetic_stage_measurement_update
TopologyStepOperatorMatrices,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,matrices/multi_part_matrices.npz,npz_key,core.reporting;app,scripts/build_stage_measurement_update_fixture.py,True,False,matrices,synthetic_stage_measurement_update
TopologyStepResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/topology_step_result.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
TopologyStepExecutionReport,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/topology_step_execution.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
UpdateDecisionRecord,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/update_decision_record.csv,update_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
ReSolveRequirement,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/resolve_requirement.csv,update_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
UpdateRollbackRecord,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/update_rollback_record.csv,rollback_record_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
StageMeasurementUpdateResult,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/measurement_update_summary.csv,update_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
PredictedStageState,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/predicted_state_snapshot.csv,stage_state_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
PosteriorStageState,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/posterior_state_snapshot.csv,stage_state_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
MeasurementInnovationReport,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/measurement_innovation.csv,measurement_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
PosteriorStateReport,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,runtime/posterior_state_lineage.csv,state_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
ObjectFileMap,03_STAGE_MEASUREMENT_UPDATE_MIN_CASE,object_file_map.csv,object_name,core.package_validator,scripts/build_stage_measurement_update_fixture.py,True,False,.,governance
