object_name,input_package,file_path,primary_key,code_consumer,producer,is_synthetic,is_runtime_result,group,row_mode
ReleaseHistoryRecord,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stage/release_history_record.csv,release_history_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageCovarianceTransfer,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stage/stage_covariance_transfer.csv,covariance_transfer_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageIncrement,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stage/stage_increment.csv,stage_increment_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageInput,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stage/stage_input.csv,stage_input_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageParameterSnapshot,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stage/stage_parameter_snapshot.csv,stage_parameter_snapshot_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StagePosteriorPackage,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stage/stage_posterior_package.csv,stage_posterior_package_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageStateSnapshot,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stage/stage_state_snapshot.csv,stage_state_snapshot_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StageTransitionRecord,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stage/stage_transition_record.csv,transition_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
StateUpdateBasis,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stage/state_update_basis.csv,update_state_layout_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stage,synthetic_stage_measurement_update
MonteCarloConfig,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stat/monte_carlo_config.csv,mc_config_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stat,synthetic_stage_measurement_update
RandomSample,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stat/random_sample.csv,random_sample_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stat,synthetic_stage_measurement_update
SensitivityResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stat/sensitivity_result.csv,sensitivity_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stat,synthetic_stage_measurement_update
StatisticalPredictionResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_stat/statistical_prediction_result.csv,statistical_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,I_stat,synthetic_stage_measurement_update
MatrixManifest,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,matrices/matrix_manifest.csv,matrix_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,matrices,synthetic_stage_measurement_update
VectorLayout,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,matrices/vector_layout.csv,vector_layout_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,matrices,synthetic_stage_measurement_update
ComplianceSeparationReport,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,parameter_library/compliance_separation_report.csv,separation_report_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
DeformationDecompositionResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,parameter_library/deformation_decomposition_result.csv,decomposition_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
InterfaceParameter,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,parameter_library/interface_parameter.csv,interface_parameter_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
LocalResponseData,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,parameter_library/local_response_data.csv,response_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
ParameterEstimate,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,parameter_library/parameter_estimate.csv,parameter_estimate_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
ParameterLibrary,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,parameter_library/parameter_library.csv,parameter_library_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
ValidityDomain,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,parameter_library/validity_domain.csv,validity_domain_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,parameter_library,synthetic_stage_measurement_update
ContributionRecord,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,prediction/contribution_record.csv,contribution_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
DeformationContributionLedger,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,prediction/deformation_contribution_ledger.csv,contribution_ledger_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
DoubleCountCheckResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,prediction/double_count_check_result.csv,double_count_check_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
EquivalentErrorItem,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,prediction/equivalent_error_item.csv,equivalent_error_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
JtTransferModel,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,prediction/jt_transfer_model.csv,jt_model_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
KcpPredictionResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,prediction/kcp_prediction_result.csv,prediction_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,prediction,synthetic_stage_measurement_update
SmsBasis,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,sms_update/sms_basis.csv,basis_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsField,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,sms_update/sms_field.csv,sms_field_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsPointcloudMapping,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,sms_update/sms_pointcloud_mapping.csv,mapping_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsUpdateConfig,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,sms_update/sms_update_config.csv,update_config_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsUpdateResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,sms_update/sms_update_result.csv,update_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
SmsUpdateTransferPackage,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,sms_update/sms_update_transfer_package.csv,sms_transfer_package_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,sms_update,synthetic_stage_measurement_update
ActiveSetStabilityTrace,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/active_set_stability_trace.csv,trace_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ComplementaritySolverConfig,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/complementarity_solver_config.csv,solver_config_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ContactComputationTrace,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/contact_computation_trace.csv,trace_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ContactMode,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/contact_mode.csv,contact_mode_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ExtendedLcpSolution,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/extended_lcp_solution.csv,solution_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
ForceNonuniquenessReport,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/force_nonuniqueness_report.csv,report_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
InterfaceLcpModel,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/interface_lcp_model.csv,lcp_model_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
LcpRegularizationConfig,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/lcp_regularization_config.csv,regularization_config_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
LcpSolution,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/lcp_solution.csv,solution_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
OverconstraintContactModel,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,solver/overconstraint_contact_model.csv,overconstraint_model_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,solver,synthetic_stage_measurement_update
QualityGate,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,validation/quality_gate.csv,quality_gate_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
RunLog,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,validation/run_log.csv,run_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
StageMeasurementUpdateOracle,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,validation/stage_measurement_update_oracle.csv,checkpoint_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
TopologyStepLcpOracle,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,validation/topology_step_lcp_oracle.csv,topology_step_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
ValidationResults,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,validation/validation_result.csv,validation_result_id,core.data_loader;core.stage_measurement_update,scripts/build_stage_measurement_update_fixture.py,True,False,validation,synthetic_stage_measurement_update
TopologyStepSpec,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I0/assembly_topology.csv,topology_step_id,core.reporting;app,scripts/build_stage_measurement_update_fixture.py,True,False,I0,synthetic_stage_measurement_update
TopologyStepOperatorMatrices,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,matrices/multi_part_matrices.npz,npz_key,core.reporting;app,scripts/build_stage_measurement_update_fixture.py,True,False,matrices,synthetic_stage_measurement_update
TopologyStepResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/topology_step_result.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
TopologyStepExecutionReport,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/topology_step_execution.csv,topology_step_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
UpdateDecisionRecord,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/update_decision_record.csv,update_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
ReSolveRequirement,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/resolve_requirement.csv,update_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
UpdateRollbackRecord,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/update_rollback_record.csv,rollback_record_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
StageMeasurementUpdateResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/measurement_update_summary.csv,update_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
PredictedStageState,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/predicted_state_snapshot.csv,stage_state_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
PosteriorStageState,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/posterior_state_snapshot.csv,stage_state_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
MeasurementInnovationReport,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/measurement_innovation.csv,measurement_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
