file_path,object_name,field_name,data_type,required,cardinality,unit,enum_or_format,key_semantics,missing_handling,description,example_value
I0/interface.csv,Interface,interface_name,string,False,0..1,per_object_definition,,,blank allowed,Interface.interface_name,PANEL_A_TO_RIB_B
I0/interface.csv,Interface,part_i,string,False,0..1,per_object_definition,,,blank allowed,Interface.part_i,P_A
I0/interface.csv,Interface,part_j,string,False,0..1,per_object_definition,,,blank allowed,Interface.part_j,P_B
I0/interface.csv,Interface,side_i_region_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Interface.side_i_region_id,REG_PANEL_AB
I0/interface.csv,Interface,side_j_region_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Interface.side_j_region_id,REG_RIB_AB
I0/interface.csv,Interface,material_pair,string,False,0..1,per_object_definition,,,blank allowed,Interface.material_pair,CFRP-CFRP
I0/interface.csv,Interface,nominal_gap,string,False,0..1,per_object_definition,,,blank allowed,Interface.nominal_gap,0.06
I0/interface.csv,Interface,contact_candidate_flag,string,False,0..1,per_object_definition,,,blank allowed,Interface.contact_candidate_flag,TRUE
I0/interface.csv,Interface,key_contact_flag,string,False,0..1,per_object_definition,,,blank allowed,Interface.key_contact_flag,TRUE
I0/interface.csv,Interface,coordinate_system_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Interface.coordinate_system_id,CS_ASSEMBLY
I0/interface.csv,Interface,metadata,string,False,0..1,per_object_definition,,,blank allowed,Interface.metadata,"{""connection_pattern"":""SERIAL_SEED_AND_DIRECT_PARALLEL_PATH"",""data_nature"":""SYNTHETIC""}"
I0/joint_definition.csv,JointDefinition,joint_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,JointDefinition.joint_id,JNT_AB
I0/joint_definition.csv,JointDefinition,interface_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,JointDefinition.interface_id,G_AB
I0/joint_definition.csv,JointDefinition,part_i,string,False,0..1,per_object_definition,,,blank allowed,JointDefinition.part_i,P_A
I0/joint_definition.csv,JointDefinition,part_j,string,False,0..1,per_object_definition,,,blank allowed,JointDefinition.part_j,P_B
I0/joint_definition.csv,JointDefinition,joint_type,string,False,0..1,per_object_definition,,,blank allowed,JointDefinition.joint_type,FINITE_STIFFNESS_LOCK
I0/joint_definition.csv,JointDefinition,constrained_dofs,string,False,0..1,per_object_definition,,,blank allowed,JointDefinition.constrained_dofs,NORMAL
I0/joint_definition.csv,JointDefinition,stiffness_matrix_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,JointDefinition.stiffness_matrix_id,KJ_JNT_AB
I0/joint_definition.csv,JointDefinition,preload_definition_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,JointDefinition.preload_definition_id,PRELOAD_JNT_AB
I0/joint_definition.csv,JointDefinition,activation_stage_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,JointDefinition.activation_stage_id,S_JOIN_03
I0/joint_definition.csv,JointDefinition,retention_rule,string,False,0..1,per_object_definition,,,blank allowed,JointDefinition.retention_rule,RETAIN_THROUGH_RELEASE
I0/joint_definition.csv,JointDefinition,metadata,string,False,0..1,per_object_definition,,,blank allowed,JointDefinition.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/local_region_definition.csv,LocalRegionDefinition,local_region_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,LocalRegionDefinition.local_region_id,LR_AB
I0/local_region_definition.csv,LocalRegionDefinition,interface_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,LocalRegionDefinition.interface_id,G_AB
I0/local_region_definition.csv,LocalRegionDefinition,included_geometry_regions,string,False,0..1,per_object_definition,,,blank allowed,LocalRegionDefinition.included_geometry_regions,REG_AB_I;REG_AB_J
I0/local_region_definition.csv,LocalRegionDefinition,candidate_contact_region_ids,string,False,0..1,per_object_definition,,,blank allowed,LocalRegionDefinition.candidate_contact_region_ids,CD_AB
I0/local_region_definition.csv,LocalRegionDefinition,kcp_sensitive_region_ids,string,False,0..1,per_object_definition,,,blank allowed,LocalRegionDefinition.kcp_sensitive_region_ids,KCP_ZONE_MULTIPART
I0/local_region_definition.csv,LocalRegionDefinition,margin_rule,string,False,0..1,per_object_definition,,,blank allowed,LocalRegionDefinition.margin_rule,fixed_synthetic_margin
I0/local_region_definition.csv,LocalRegionDefinition,margin_distance,string,False,0..1,per_object_definition,,,blank allowed,LocalRegionDefinition.margin_distance,10.0
I0/local_region_definition.csv,LocalRegionDefinition,cut_boundary_definition,string,False,0..1,per_object_definition,,,blank allowed,LocalRegionDefinition.cut_boundary_definition,CUT_AB
I0/local_region_definition.csv,LocalRegionDefinition,selection_rationale,string,False,0..1,per_object_definition,,,blank allowed,LocalRegionDefinition.selection_rationale,cover three-point contact block and KCP transfer support
I0/local_region_definition.csv,LocalRegionDefinition,metadata,string,False,0..1,per_object_definition,,,blank allowed,LocalRegionDefinition.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/material.csv,Material,material_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Material.material_id,MAT_CFRP_DEFAULT
I0/material.csv,Material,material_name,string,False,0..1,per_object_definition,,,blank allowed,Material.material_name,SYNTHETIC_CFRP
I0/material.csv,Material,material_type,string,False,0..1,per_object_definition,,,blank allowed,Material.material_type,CFRP
I0/material.csv,Material,E,string,False,0..1,per_object_definition,,,blank allowed,Material.E,70000
I0/material.csv,Material,nu,string,False,0..1,per_object_definition,,,blank allowed,Material.nu,0.30
I0/material.csv,Material,G,string,False,0..1,per_object_definition,,,blank allowed,Material.G,27000
I0/material.csv,Material,density,string,False,0..1,per_object_definition,,,blank allowed,Material.density,1.60e-9
I0/material.csv,Material,orthotropic_constants,string,False,0..1,per_object_definition,,,blank allowed,Material.orthotropic_constants,{}
I0/material.csv,Material,temperature_range,string,False,0..1,per_object_definition,,,blank allowed,Material.temperature_range,"[20,20]"
I0/material.csv,Material,source,string,False,0..1,per_object_definition,,,blank allowed,Material.source,SYNTHETIC_FIXTURE
I0/material.csv,Material,quality_flag,string,False,0..1,per_object_definition,,,blank allowed,Material.quality_flag,PASS
I0/material.csv,Material,metadata,string,False,0..1,per_object_definition,,,blank allowed,Material.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/nominal_model.csv,NominalModel,nominal_model_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,NominalModel.nominal_model_id,NM_MULTIPART
I0/nominal_model.csv,NominalModel,model_name,string,False,0..1,per_object_definition,,,blank allowed,NominalModel.model_name,SYNTHETIC_FOUR_PART_ASSEMBLY
I0/nominal_model.csv,NominalModel,cad_reference,string,False,0..1,per_object_definition,,,blank allowed,NominalModel.cad_reference,SYNTHETIC_NOT_PROVIDED
I0/nominal_model.csv,NominalModel,mesh_reference,string,False,0..1,per_object_definition,,,blank allowed,NominalModel.mesh_reference,SYNTHETIC_REDUCED_MODEL
I0/nominal_model.csv,NominalModel,coordinate_system_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,NominalModel.coordinate_system_id,CS_ASSEMBLY
I0/nominal_model.csv,NominalModel,revision_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,NominalModel.revision_id,MULTIPART_2026_07
I0/nominal_model.csv,NominalModel,definition_source,string,False,0..1,per_object_definition,,,blank allowed,NominalModel.definition_source,SYNTHETIC_NUMERICAL_FIXTURE
I0/nominal_model.csv,NominalModel,quality_flag,string,False,0..1,per_object_definition,,,blank allowed,NominalModel.quality_flag,PASS
I0/nominal_model.csv,NominalModel,metadata,string,False,0..1,per_object_definition,,,blank allowed,NominalModel.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/part.csv,Part,part_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Part.part_id,P_A
I0/part.csv,Part,part_name,string,False,0..1,per_object_definition,,,blank allowed,Part.part_name,FLEXIBLE_PANEL_A
I0/part.csv,Part,material_type,string,False,0..1,per_object_definition,,,blank allowed,Part.material_type,CFRP
I0/part.csv,Part,role_in_assembly,string,False,0..1,per_object_definition,,,blank allowed,Part.role_in_assembly,shared_flexible_base
I0/part.csv,Part,nominal_model_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Part.nominal_model_id,NM_MULTIPART
I0/part.csv,Part,sms_prior_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Part.sms_prior_id,SMS_PRIOR_PANEL
I0/part.csv,Part,material_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Part.material_id,MAT_CFRP_DEFAULT
I0/part.csv,Part,thickness_definition_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Part.thickness_definition_id,THK_PANEL
I0/part.csv,Part,layup_id_optional,string,False,0..1,per_object_definition,,,blank allowed,Part.layup_id_optional,LAYUP_PANEL
I0/part.csv,Part,local_coordinate_system_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Part.local_coordinate_system_id,CS_ASSEMBLY
I0/part.csv,Part,mesh_or_point_set_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Part.mesh_or_point_set_id,MESH_PANEL
I0/part.csv,Part,key_interface_ids,string,False,0..1,per_object_definition,,,blank allowed,Part.key_interface_ids,G_AB;G_AD
I0/part.csv,Part,related_kcm_ids,string,False,0..1,per_object_definition,,,blank allowed,Part.related_kcm_ids,KCM_PANEL_PROFILE
I0/part.csv,Part,related_kcp_ids,string,False,0..1,per_object_definition,,,blank allowed,Part.related_kcp_ids,KCP_END_GAP;KCP_STEP_AB;KCP_PARALLEL_BALANCE
I0/part.csv,Part,metadata,string,False,0..1,per_object_definition,,,blank allowed,Part.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/sms_prior.csv,SmsPrior,sms_prior_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,SmsPrior.sms_prior_id,SMS_PRIOR_PANEL
I0/sms_prior.csv,SmsPrior,part_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,SmsPrior.part_id,P_A
I0/sms_prior.csv,SmsPrior,prior_type,string,False,0..1,per_object_definition,,,blank allowed,SmsPrior.prior_type,synthetic_zero_mean
I0/sms_prior.csv,SmsPrior,basis_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,SmsPrior.basis_id,SMS_BASIS_PANEL
I0/sms_prior.csv,SmsPrior,alpha_mean,string,False,0..1,per_object_definition,,,blank allowed,SmsPrior.alpha_mean,[0.0]
I0/sms_prior.csv,SmsPrior,alpha_covariance_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,SmsPrior.alpha_covariance_id,COV_SMS_PANEL
I0/sms_prior.csv,SmsPrior,source_sample_ids,string,False,0..1,per_object_definition,,,blank allowed,SmsPrior.source_sample_ids,SYNTHETIC_SEED
I0/sms_prior.csv,SmsPrior,valid_region,string,False,0..1,per_object_definition,,,blank allowed,SmsPrior.valid_region,FIXTURE_ONLY
I0/sms_prior.csv,SmsPrior,quality_flag,string,False,0..1,per_object_definition,,,blank allowed,SmsPrior.quality_flag,PASS
I0/sms_prior.csv,SmsPrior,metadata,string,False,0..1,per_object_definition,,,blank allowed,SmsPrior.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/stage_definition.csv,StageDefinition,stage_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,StageDefinition.stage_id,S_LOCATE_01
I0/stage_definition.csv,StageDefinition,stage_order,string,False,0..1,per_object_definition,,,blank allowed,StageDefinition.stage_order,1
I0/stage_definition.csv,StageDefinition,stage_type,string,False,0..1,per_object_definition,,,blank allowed,StageDefinition.stage_type,LOCATE
I0/stage_definition.csv,StageDefinition,subassembly_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,StageDefinition.subassembly_id,ASM_ABCD
I0/stage_definition.csv,StageDefinition,active_part_ids,string,False,0..1,per_object_definition,,,blank allowed,StageDefinition.active_part_ids,P_A;P_B;P_C;P_D
I0/stage_definition.csv,StageDefinition,active_interface_ids,string,False,0..1,per_object_definition,,,blank allowed,StageDefinition.active_interface_ids,G_AB;G_BC;G_AD;G_DB
I0/stage_definition.csv,StageDefinition,predecessor_stage_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,StageDefinition.predecessor_stage_id,S_LOCATE_01
I0/stage_definition.csv,StageDefinition,successor_stage_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,StageDefinition.successor_stage_id,S_CLAMP_02
I0/stage_definition.csv,StageDefinition,metadata,string,False,0..1,per_object_definition,,,blank allowed,StageDefinition.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/subassembly.csv,Subassembly,subassembly_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Subassembly.subassembly_id,ASM_A
I0/subassembly.csv,Subassembly,parent_subassembly_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Subassembly.parent_subassembly_id,ASM_A
I0/subassembly.csv,Subassembly,assembly_step,string,False,0..1,per_object_definition,,,blank allowed,Subassembly.assembly_step,1
I0/subassembly.csv,Subassembly,member_part_ids,string,False,0..1,per_object_definition,,,blank allowed,Subassembly.member_part_ids,P_A
I0/subassembly.csv,Subassembly,active_interface_ids,string,False,0..1,per_object_definition,,,blank allowed,Subassembly.active_interface_ids,G_AB
I0/subassembly.csv,Subassembly,active_joint_ids,string,False,0..1,per_object_definition,,,blank allowed,Subassembly.active_joint_ids,JNT_AB;JNT_BC;JNT_AD;JNT_DB
I0/subassembly.csv,Subassembly,reference_state_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,Subassembly.reference_state_id,REF_NOMINAL
I0/subassembly.csv,Subassembly,metadata,string,False,0..1,per_object_definition,,,blank allowed,Subassembly.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I0/subassembly_membership.csv,SubassemblyMembership,membership_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,SubassemblyMembership.membership_id,MEM_ASM_A_P_A
I0/subassembly_membership.csv,SubassemblyMembership,subassembly_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,SubassemblyMembership.subassembly_id,ASM_A
I0/subassembly_membership.csv,SubassemblyMembership,part_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,SubassemblyMembership.part_id,P_A
I0/subassembly_membership.csv,SubassemblyMembership,added_at_step,string,False,0..1,per_object_definition,,,blank allowed,SubassemblyMembership.added_at_step,1
I0/subassembly_membership.csv,SubassemblyMembership,removed_at_step_optional,string,False,0..1,per_object_definition,,,blank allowed,SubassemblyMembership.removed_at_step_optional,
I0/subassembly_membership.csv,SubassemblyMembership,membership_role,string,False,0..1,per_object_definition,,,blank allowed,SubassemblyMembership.membership_role,MEMBER
I0/subassembly_membership.csv,SubassemblyMembership,metadata,string,False,0..1,per_object_definition,,,blank allowed,SubassemblyMembership.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,area_weight_matrix_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,AreaWeightMatrix.area_weight_matrix_id,QA_AB
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,contact_domain_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,AreaWeightMatrix.contact_domain_id,CD_AB
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,matrix_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,AreaWeightMatrix.matrix_id,QA_AB_MATRIX
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,candidate_point_ids,string,False,0..1,per_object_definition,,,blank allowed,AreaWeightMatrix.candidate_point_ids,CP_AB_01;CP_AB_02;CP_AB_03
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,area_values,string,False,0..1,per_object_definition,,,blank allowed,AreaWeightMatrix.area_values,"[1200.0,1000.0,800.0]"
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,unit,string,False,0..1,per_object_definition,,,blank allowed,AreaWeightMatrix.unit,mm^2
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,area_sum,string,False,0..1,per_object_definition,,,blank allowed,AreaWeightMatrix.area_sum,3000.0
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,quality_flag,string,False,0..1,per_object_definition,,,blank allowed,AreaWeightMatrix.quality_flag,PASS
I_Gamma/area_weight_matrix.csv,AreaWeightMatrix,metadata,string,False,0..1,per_object_definition,,,blank allowed,AreaWeightMatrix.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_Gamma/contact_domain.csv,ContactDomain,contact_domain_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactDomain.contact_domain_id,CD_AB
I_Gamma/contact_domain.csv,ContactDomain,interface_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactDomain.interface_id,G_AB
I_Gamma/contact_domain.csv,ContactDomain,side_i_region_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactDomain.side_i_region_id,REG_PANEL_AB
I_Gamma/contact_domain.csv,ContactDomain,side_j_region_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactDomain.side_j_region_id,REG_RIB_AB
I_Gamma/contact_domain.csv,ContactDomain,contact_point_ids,string,False,0..1,per_object_definition,,,blank allowed,ContactDomain.contact_point_ids,CP_AB_01;CP_AB_02;CP_AB_03
I_Gamma/contact_domain.csv,ContactDomain,correspondence_method,string,False,0..1,per_object_definition,,,blank allowed,ContactDomain.correspondence_method,nominal_fixed_synthetic
I_Gamma/contact_domain.csv,ContactDomain,normal_definition_method,string,False,0..1,per_object_definition,,,blank allowed,ContactDomain.normal_definition_method,side_i_nominal_normal
I_Gamma/contact_domain.csv,ContactDomain,tangent_definition_method,string,False,0..1,per_object_definition,,,blank allowed,ContactDomain.tangent_definition_method,orthonormal_from_normal
I_Gamma/contact_domain.csv,ContactDomain,area_weight_matrix_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactDomain.area_weight_matrix_id,QA_AB
I_Gamma/contact_domain.csv,ContactDomain,G_gap_mapping_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactDomain.G_gap_mapping_id,G_GAP_AB
I_Gamma/contact_domain.csv,ContactDomain,Bn_mapping_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactDomain.Bn_mapping_id,BN_AB
I_Gamma/contact_domain.csv,ContactDomain,Bt_mapping_id_optional,string,False,0..1,per_object_definition,,,blank allowed,ContactDomain.Bt_mapping_id_optional,
I_Gamma/contact_domain.csv,ContactDomain,nominal_gap_field_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactDomain.nominal_gap_field_id,GF_INITIAL_AB
I_Gamma/contact_domain.csv,ContactDomain,initial_contact_parameter_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactDomain.initial_contact_parameter_id,IPAR_AB
I_Gamma/contact_domain.csv,ContactDomain,candidate_region_margin,string,False,0..1,per_object_definition,,,blank allowed,ContactDomain.candidate_region_margin,5.0
I_Gamma/contact_domain.csv,ContactDomain,density_level,string,False,0..1,per_object_definition,,,blank allowed,ContactDomain.density_level,minimal_3pt
I_Gamma/contact_domain.csv,ContactDomain,validity_region,string,False,0..1,per_object_definition,,,blank allowed,ContactDomain.validity_region,FIXTURE_ONLY
I_Gamma/contact_domain.csv,ContactDomain,metadata,string,False,0..1,per_object_definition,,,blank allowed,ContactDomain.metadata,"{""data_nature"":""SYNTHETIC_NUMERICAL_CONSISTENCY_CASE"",""engineering_claim_allowed"":false,""schema_version"":""V2.5"",""schema_revision"":""MULTI_PART_SERIAL_PARALLEL_2026-07""}"
I_Gamma/contact_point.csv,ContactPoint,point_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactPoint.point_id,CP_AB_01
I_Gamma/contact_point.csv,ContactPoint,contact_domain_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactPoint.contact_domain_id,CD_AB
I_Gamma/contact_point.csv,ContactPoint,local_index,string,False,0..1,per_object_definition,,,blank allowed,ContactPoint.local_index,0
I_Gamma/contact_point.csv,ContactPoint,x_i0,string,False,0..1,per_object_definition,,,blank allowed,ContactPoint.x_i0,"[0.0,0.0,0.0]"
I_Gamma/contact_point.csv,ContactPoint,x_j0,string,False,0..1,per_object_definition,,,blank allowed,ContactPoint.x_j0,"[0.0,0.0,0.08]"
I_Gamma/contact_point.csv,ContactPoint,normal_n,string,False,0..1,per_object_definition,,,blank allowed,ContactPoint.normal_n,"[0.0,0.0,1.0]"
I_Gamma/contact_point.csv,ContactPoint,tangent_basis_T,string,False,0..1,per_object_definition,,,blank allowed,ContactPoint.tangent_basis_T,"[[1,0,0],[0,1,0]]"
I_Gamma/contact_point.csv,ContactPoint,area_weight,string,False,0..1,per_object_definition,,,blank allowed,ContactPoint.area_weight,1200.0
I_Gamma/contact_point.csv,ContactPoint,local_coordinate_system_id,string,True,1,per_object_definition,,primary or foreign key,blocking if required,ContactPoint.local_coordinate_system_id,CS_ASSEMBLY
I_Gamma/contact_point.csv,ContactPoint,candidate_flag,string,False,0..1,per_object_definition,,,blank allowed,ContactPoint.candidate_flag,TRUE
I_Gamma/contact_point.csv,ContactPoint,edge_or_interior_flag,string,False,0..1,per_object_definition,,,blank allowed,ContactPoint.edge_or_interior_flag,EDGE
